,contributor,season,city,climate_zone,building_type,gender,age,height_cm,weight_kg,thermal_sensation,thermal_acceptability,clothing_insulation,metabolic_rate,mean_radiant_temperature,pmv_ce,ppd_ce,ta_l,ta,ta_h,vel_l,vel,vel_h,rh,tg_l,tg,tg_h,to,year,country,coolingsys,latitude,longitude,class,vel_m,tg_m,DFilled,EFilled,PFilled,PMVFill,source
20080,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,1.96,1.1,26.8,0.34,7.48,26.6,26.6,26.6,0.04,0.04,0.04,58.0,26.8,26.8,26.8,26.7,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,26.8,0.0,0.0,100.0,0.0,CN
20090,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.6,1.1,27.3,0.65,13.98,26.4,26.4,26.4,0.04,0.04,0.04,46.0,27.0,27.0,27.0,26.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,27.0,0.0,0.0,100.0,0.0,CN
20100,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,2.0,1.06,1.1,27.3,0.69,15.21,26.4,26.4,26.4,0.04,0.04,0.04,46.0,27.0,27.0,27.0,26.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,27.0,0.0,0.0,100.0,0.0,CN
20110,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,1.67,1.1,27.3,0.22,6.03,26.4,26.4,26.4,0.04,0.04,0.04,46.0,27.0,27.0,27.0,26.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,27.0,0.0,0.0,100.0,0.0,CN
20120,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.44,1.1,27.3,0.18,5.68,26.4,26.4,26.4,0.04,0.04,0.04,46.0,27.0,27.0,27.0,26.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,27.0,0.0,0.0,100.0,0.0,CN
20130,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.37,1.1,26.9,0.33,7.31,26.5,26.5,26.5,0.04,0.04,0.04,61.0,26.8,26.8,26.8,26.7,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,26.8,0.0,0.0,100.0,0.0,CN
20140,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.24,1.1,26.9,0.31,7.04,26.5,26.5,26.5,0.04,0.04,0.04,61.0,26.8,26.8,26.8,26.7,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,26.8,0.0,0.0,100.0,0.0,CN
20150,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,0.36,1.1,26.9,0.35,7.6,26.5,26.5,26.5,0.04,0.04,0.04,61.0,26.8,26.8,26.8,26.7,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,26.8,0.0,0.0,100.0,0.0,CN
20160,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,1.0,2.0,0.36,1.1,27.0,0.06,5.06,25.7,25.7,25.7,0.04,0.04,0.04,49.0,26.6,26.6,26.6,26.4,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,26.6,0.0,0.0,100.0,0.0,CN
20170,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,1.0,2.0,0.32,1.1,27.0,0.12,5.3,25.7,25.7,25.7,0.04,0.04,0.04,49.0,26.6,26.6,26.6,26.4,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,26.6,0.0,0.0,100.0,0.0,CN
20180,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,1.0,1.0,0.4,1.1,27.0,0.22,6.01,25.7,25.7,25.7,0.04,0.04,0.04,49.0,26.6,26.6,26.6,26.4,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,26.6,0.0,0.0,100.0,0.0,CN
20190,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,2.0,0.53,1.1,27.0,0.06,5.06,25.7,25.7,25.7,0.04,0.04,0.04,49.0,26.6,26.6,26.6,26.4,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,26.6,0.0,0.0,100.0,0.0,CN
20200,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,0.4,1.1,25.0,0.07,5.11,24.5,24.5,24.5,0.04,0.04,0.04,51.0,24.8,24.8,24.8,24.7,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,24.8,0.0,0.0,100.0,0.0,CN
20210,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.46,1.1,25.0,0.03,5.03,24.5,24.5,24.5,0.04,0.04,0.04,51.0,24.8,24.8,24.8,24.7,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,24.8,0.0,0.0,100.0,0.0,CN
20220,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,0.2,1.1,25.0,-0.28,6.69,24.5,24.5,24.5,0.04,0.04,0.04,51.0,24.8,24.8,24.8,24.7,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,24.8,0.0,0.0,100.0,0.0,CN
20230,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,1.0,0.33,1.1,23.4,-0.79,18.09,22.6,22.6,22.6,0.04,0.04,0.04,69.0,23.2,23.2,23.2,23.0,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,23.2,0.0,0.0,100.0,0.0,CN
20240,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.3,1.1,23.4,-0.29,6.74,22.6,22.6,22.6,0.04,0.04,0.04,69.0,23.2,23.2,23.2,23.0,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,23.2,0.0,0.0,100.0,0.0,CN
20250,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,0.48,1.1,23.4,-0.52,10.7,22.6,22.6,22.6,0.04,0.04,0.04,69.0,23.2,23.2,23.2,23.0,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,23.2,0.0,0.0,100.0,0.0,CN
20260,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,1.0,0.23,1.1,23.4,-0.65,13.95,22.6,22.6,22.6,0.04,0.04,0.04,69.0,23.2,23.2,23.2,23.0,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,23.2,0.0,0.0,100.0,0.0,CN
20270,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.4,1.1,22.3,-0.79,18.22,21.9,21.9,21.9,0.04,0.04,0.04,56.0,22.2,22.2,22.2,22.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,22.2,0.0,0.0,100.0,0.0,CN
20280,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.37,1.1,22.3,-0.51,10.46,21.9,21.9,21.9,0.04,0.04,0.04,56.0,22.2,22.2,22.2,22.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,22.2,0.0,0.0,100.0,0.0,CN
20290,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.34,1.1,22.3,-0.67,14.4,21.9,21.9,21.9,0.04,0.04,0.04,56.0,22.2,22.2,22.2,22.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,22.2,0.0,0.0,100.0,0.0,CN
20300,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,2.0,0.36,1.1,22.3,-0.39,8.13,21.9,21.9,21.9,0.04,0.04,0.04,56.0,22.2,22.2,22.2,22.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,22.2,0.0,0.0,100.0,0.0,CN
20310,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.24,1.1,21.4,-0.94,23.67,20.7,20.7,20.7,0.04,0.04,0.04,48.0,21.2,21.2,21.2,21.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,21.2,0.0,0.0,100.0,0.0,CN
20320,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-2.0,2.0,0.34,1.1,21.4,-1.14,32.72,20.7,20.7,20.7,0.04,0.04,0.04,48.0,21.2,21.2,21.2,21.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,21.2,0.0,0.0,100.0,0.0,CN
20330,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,1.0,0.23,1.1,21.4,-0.91,22.72,20.7,20.7,20.7,0.04,0.04,0.04,48.0,21.2,21.2,21.2,21.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,21.2,0.0,0.0,100.0,0.0,CN
20340,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,1.0,0.21,1.1,20.2,-1.23,37.12,19.7,19.7,19.7,0.04,0.04,0.04,79.0,20.1,20.1,20.1,20.0,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,20.1,0.0,0.0,100.0,0.0,CN
20350,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,0.29,1.1,20.2,-1.38,44.87,19.7,19.7,19.7,0.04,0.04,0.04,79.0,20.1,20.1,20.1,20.0,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,20.1,0.0,0.0,100.0,0.0,CN
20360,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,0.24,1.1,20.2,-0.69,15.18,19.7,19.7,19.7,0.04,0.04,0.04,79.0,20.1,20.1,20.1,20.0,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,20.1,0.0,0.0,100.0,0.0,CN
20370,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,0.35,1.1,20.2,-0.69,15.18,19.7,19.7,19.7,0.04,0.04,0.04,79.0,20.1,20.1,20.1,20.0,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,20.1,0.0,0.0,100.0,0.0,CN
20380,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,1.0,1.0,0.17,1.1,20.2,-0.83,19.46,19.7,19.7,19.7,0.04,0.04,0.04,79.0,20.1,20.1,20.1,20.0,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,20.1,0.0,0.0,100.0,0.0,CN
20390,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.23,1.1,19.7,-2.0,76.84,19.8,19.8,19.8,0.04,0.04,0.04,57.0,19.8,19.8,19.8,19.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.8,0.0,0.0,100.0,0.0,CN
20400,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.55,1.1,19.7,-0.81,18.9,19.8,19.8,19.8,0.04,0.04,0.04,57.0,19.8,19.8,19.8,19.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.8,0.0,0.0,100.0,0.0,CN
20410,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.38,1.1,19.7,-0.51,10.42,19.8,19.8,19.8,0.04,0.04,0.04,57.0,19.8,19.8,19.8,19.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.8,0.0,0.0,100.0,0.0,CN
20420,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,1.0,0.2,1.1,19.7,-0.96,24.65,19.8,19.8,19.8,0.04,0.04,0.04,57.0,19.8,19.8,19.8,19.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.8,0.0,0.0,100.0,0.0,CN
20430,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.33,1.1,19.2,-0.74,16.51,19.0,19.0,19.0,0.04,0.04,0.04,77.0,19.2,19.2,19.2,19.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.2,0.0,0.0,100.0,0.0,CN
20440,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.45,1.1,19.2,-0.91,22.42,19.0,19.0,19.0,0.04,0.04,0.04,77.0,19.2,19.2,19.2,19.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.2,0.0,0.0,100.0,0.0,CN
20450,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,1.04,1.1,19.2,-0.78,17.82,19.0,19.0,19.0,0.04,0.04,0.04,77.0,19.2,19.2,19.2,19.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.2,0.0,0.0,100.0,0.0,CN
20460,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,1.21,1.1,19.2,-1.12,31.45,19.0,19.0,19.0,0.04,0.04,0.04,77.0,19.2,19.2,19.2,19.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.2,0.0,0.0,100.0,0.0,CN
20470,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.88,1.1,18.4,-1.51,51.81,17.7,17.7,17.7,0.04,0.04,0.04,66.0,18.2,18.2,18.2,18.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,18.2,0.0,0.0,100.0,0.0,CN
20480,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,1.23,1.1,18.4,-1.94,74.06,17.7,17.7,17.7,0.04,0.04,0.04,66.0,18.2,18.2,18.2,18.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,18.2,0.0,0.0,100.0,0.0,CN
20490,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.93,1.1,18.4,-1.74,64.34,17.7,17.7,17.7,0.04,0.04,0.04,66.0,18.2,18.2,18.2,18.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,18.2,0.0,0.0,100.0,0.0,CN
20500,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,1.0,0.7,1.1,18.4,-1.14,32.67,17.7,17.7,17.7,0.04,0.04,0.04,66.0,18.2,18.2,18.2,18.1,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,18.2,0.0,0.0,100.0,0.0,CN
20510,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,0.6,1.1,19.1,-0.76,17.16,18.5,18.5,18.5,0.04,0.04,0.04,50.0,18.9,18.9,18.9,18.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,18.9,0.0,0.0,100.0,0.0,CN
20520,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,1.12,1.1,19.1,-0.87,21.06,18.5,18.5,18.5,0.04,0.04,0.04,50.0,18.9,18.9,18.9,18.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,18.9,0.0,0.0,100.0,0.0,CN
20530,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,0.75,1.1,19.1,-0.79,18.37,18.5,18.5,18.5,0.04,0.04,0.04,50.0,18.9,18.9,18.9,18.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,18.9,0.0,0.0,100.0,0.0,CN
20540,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,1.21,1.1,19.1,-0.65,14.02,18.5,18.5,18.5,0.04,0.04,0.04,50.0,18.9,18.9,18.9,18.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,18.9,0.0,0.0,100.0,0.0,CN
20550,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,2.0,1.57,1.1,21.2,-1.35,42.97,18.3,18.3,18.3,0.04,0.04,0.04,57.0,20.3,20.3,20.3,19.7,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,20.3,0.0,0.0,100.0,0.0,CN
20560,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,1.25,1.1,21.2,-1.16,33.66,18.3,18.3,18.3,0.04,0.04,0.04,57.0,20.3,20.3,20.3,19.7,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,20.3,0.0,0.0,100.0,0.0,CN
20570,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,1.0,1.45,1.1,21.2,-0.67,14.47,18.3,18.3,18.3,0.04,0.04,0.04,57.0,20.3,20.3,20.3,19.7,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,20.3,0.0,0.0,100.0,0.0,CN
20580,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,1.0,1.0,0.39,1.1,21.2,-0.35,7.59,18.3,18.3,18.3,0.04,0.04,0.04,57.0,20.3,20.3,20.3,19.7,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,20.3,0.0,0.0,100.0,0.0,CN
20590,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.87,1.1,16.5,-1.41,46.36,16.3,16.3,16.3,0.04,0.04,0.04,48.0,16.5,16.5,16.5,16.4,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,16.5,0.0,0.0,100.0,0.0,CN
20600,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,0.43,1.1,16.5,-1.48,49.97,16.3,16.3,16.3,0.04,0.04,0.04,48.0,16.5,16.5,16.5,16.4,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,16.5,0.0,0.0,100.0,0.0,CN
20610,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,1.1,1.1,16.5,-2.06,79.38,16.3,16.3,16.3,0.04,0.04,0.04,48.0,16.5,16.5,16.5,16.4,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,16.5,0.0,0.0,100.0,0.0,CN
20620,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.91,1.1,23.4,-0.2,5.86,22.7,22.7,22.7,0.04,0.04,0.04,42.0,23.2,23.2,23.2,23.0,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,23.2,0.0,0.0,100.0,0.0,CN
20630,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,1.0,1.0,0.43,1.1,23.4,0.07,5.1,22.7,22.7,22.7,0.04,0.04,0.04,42.0,23.2,23.2,23.2,23.0,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,23.2,0.0,0.0,100.0,0.0,CN
20640,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,2.0,1.0,1.03,1.1,23.4,0.33,7.33,22.7,22.7,22.7,0.04,0.04,0.04,42.0,23.2,23.2,23.2,23.0,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,23.2,0.0,0.0,100.0,0.0,CN
20650,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.4,1.1,23.4,-0.66,14.29,22.7,22.7,22.7,0.04,0.04,0.04,42.0,23.2,23.2,23.2,23.0,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,23.2,0.0,0.0,100.0,0.0,CN
20660,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,1.0,1.0,0.39,1.1,23.4,0.22,5.98,22.7,22.7,22.7,0.04,0.04,0.04,42.0,23.2,23.2,23.2,23.0,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,23.2,0.0,0.0,100.0,0.0,CN
20670,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,1.0,0.77,1.1,21.9,-0.77,17.42,19.9,19.9,19.9,0.04,0.04,0.04,49.0,21.3,21.3,21.3,20.9,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,21.3,0.0,0.0,100.0,0.0,CN
20680,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,1.12,1.1,21.9,-0.49,10.06,19.9,19.9,19.9,0.04,0.04,0.04,49.0,21.3,21.3,21.3,20.9,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,21.3,0.0,0.0,100.0,0.0,CN
20690,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,1.0,1.0,0.64,1.1,21.9,-0.12,5.28,19.9,19.9,19.9,0.04,0.04,0.04,49.0,21.3,21.3,21.3,20.9,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,21.3,0.0,0.0,100.0,0.0,CN
20700,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,1.0,0.4,1.1,21.9,-0.2,5.83,19.9,19.9,19.9,0.04,0.04,0.04,49.0,21.3,21.3,21.3,20.9,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,21.3,0.0,0.0,100.0,0.0,CN
20710,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,1.0,1.0,0.84,1.1,20.4,-0.91,22.8,19.0,19.0,19.0,0.04,0.04,0.04,70.0,19.9,19.9,19.9,19.7,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.9,0.0,0.0,100.0,0.0,CN
20720,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,1.08,1.1,20.4,-0.57,11.84,19.0,19.0,19.0,0.04,0.04,0.04,70.0,19.9,19.9,19.9,19.7,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.9,0.0,0.0,100.0,0.0,CN
20730,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.9,1.1,20.4,-0.35,7.55,19.0,19.0,19.0,0.04,0.04,0.04,70.0,19.9,19.9,19.9,19.7,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.9,0.0,0.0,100.0,0.0,CN
20740,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.59,1.1,20.4,-1.08,29.74,19.0,19.0,19.0,0.04,0.04,0.04,70.0,19.9,19.9,19.9,19.7,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.9,0.0,0.0,100.0,0.0,CN
20750,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.19,1.1,20.1,-0.67,14.5,19.5,19.5,19.5,0.04,0.04,0.04,51.0,19.9,19.9,19.9,19.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.9,0.0,0.0,100.0,0.0,CN
20760,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.12,1.1,20.1,-0.56,11.67,19.5,19.5,19.5,0.04,0.04,0.04,51.0,19.9,19.9,19.9,19.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.9,0.0,0.0,100.0,0.0,CN
20770,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,0.28,1.1,20.1,-0.56,11.67,19.5,19.5,19.5,0.04,0.04,0.04,51.0,19.9,19.9,19.9,19.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.9,0.0,0.0,100.0,0.0,CN
20780,Tongji University,transition,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.27,1.1,20.1,-0.4,8.33,19.5,19.5,19.5,0.04,0.04,0.04,51.0,19.9,19.9,19.9,19.8,2012.0,china,Naturally Ventilated,31.2312707,121.4700152,II,0.04,19.9,0.0,0.0,100.0,0.0,CN
20790,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,2.0,0.28,1.1,21.0,-0.43,8.88,16.6,16.6,16.6,0.04,0.04,0.04,58.0,19.6,19.6,19.6,18.8,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,19.6,0.0,0.0,100.0,0.0,CN
20800,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-3.0,3.0,0.28,1.1,21.0,-0.86,20.82,16.6,16.6,16.6,0.04,0.04,0.04,58.0,19.6,19.6,19.6,18.8,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,19.6,0.0,0.0,100.0,0.0,CN
20810,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,1.0,0.28,1.1,21.0,-0.94,23.84,16.6,16.6,16.6,0.04,0.04,0.04,58.0,19.6,19.6,19.6,18.8,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,19.6,0.0,0.0,100.0,0.0,CN
20820,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,-1.0,1.0,0.33,1.1,21.0,-1.2,35.43,16.6,16.6,16.6,0.04,0.04,0.04,58.0,19.6,19.6,19.6,18.8,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,19.6,0.0,0.0,100.0,0.0,CN
20830,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,0.0,1.0,0.28,1.1,21.0,-1.2,35.43,16.6,16.6,16.6,0.04,0.04,0.04,58.0,19.6,19.6,19.6,18.8,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,19.6,0.0,0.0,100.0,0.0,CN
20840,Tongji University,winter,Shanghai,Hot summer and cold winter zone ,educational,male,35.0,181.9,86.4,1.0,2.0,0.27,1.1,19.3,-1.26,38.17,15.2,15.2,15.2,0.04,0.04,0.04,63.0,18.0,18.0,18.0,17.2,2012.0,china,Convection heating,31.2312707,121.4700152,II,0.04,18.0,0.0,0.0,100.0,0.0,CN
